revenu universel pour tous 		 revenu universel pour tous 		 Score: 1.0000
A quel public peut-il s'adresser ? 		 Pour toi, pour moi, pour lui, pour tous 		 Score: 0.4261
mères isolées ayant élevé elurs enfants seules 		 A toutes personnes subissant un changement de situation non souhaité 		 Score: 0.4261
Et les étudiants 		 Pour tous 		 Score: 0.4260
Et les étudiants 		 Pour tous 		 Score: 0.4260
Et les étudiants 		 Pour tous 		 Score: 0.4260
Et les étudiants 		 Pour tous 		 Score: 0.4260
Et les étudiants 		 Pour tous 		 Score: 0.4260
L'allocation d'Adulte Handicapé, l'APL et toutes les aides concernant le handicap ne doit pas être inclusent dans le Revenu Universel d'Activité 		 Pension d'invalidité et passage à la retraite 		 Score: 0.4260
À tout le monde, vivant sur le territoire Français et remplissant une feuille d'impôt et n'atteignant pas un certain plafond ! 		 Un revenu Universel pour tous 		 Score: 0.4260
Revenu d activite 		 A quel public le Revenu Universel d'Activité doit-il s'adresser ? 		 Score: 0.4260
L'aah doit continuer d'exister distinctement. 		 A TOUS MAIS AVEC DES CONDITIONS A DÉTERMINER ET A VÉRIFIER ENSEMBLE 		 Score: 0.4260
RUA PROPORTIONNEL 		 REVENU UNIVERSEL DE BASE 		 Score: 0.4260
question 		 Justifier d'un besoin et d'une capacité à recevoir le RUA 		 Score: 0.4260
Elargir le RUA aux étrangers en situation régulière depuis moins de 5 ans 		 A tous les citoyens, sous condition de ressources uniquement 		 Score: 0.4260
Mère travaillant élevant seule des enfants 		 revenu universel aussi pour les enfants 		 Score: 0.4260
Reconnaissance de l humain 		 Revenu universel pour TOUS 		 Score: 0.4260
Nationalité Française et cotisation minimum 		 vrai statut de l'aidant, hors allocations 		 Score: 0.4260
Pour toi, pour moi, pour lui, pour tous 		 A tous, sous condition de revenus 		 Score: 0.4260
aux retraités bénéficiaires de l'aspa. 		 Prestation universelle pour regrouper les aides 		 Score: 0.4259
Arrêter d aider les gens qui peuvent  travailler sans rien demander en retour 		 JEUNES, PERSONNES AGEES, PERSONNES HANDICAPEES... EN SITUATION DE PRECARITE OU SOUS LE SEUIL DE PAUVRETE ! 		 Score: 0.4259
équivoque 		 On ne veut plus assister les fainéants 		 Score: 0.4259
Aux parents en congé parental 		 vrai statut de l'aidant, hors allocations 		 Score: 0.4259
Refus intégration AAH et de l'APL et RSA dans le RUA + Minimum à garantir 		 dissocier AAH par rapport aux autres revenus 		 Score: 0.4259
Faire comme la prime activité  avec les même plafond resources 		 Individualiser le RUA plutôt que de l'accorder à un foyer 		 Score: 0.4259
Nationalité Française et cotisation minimum 		 Raisonner par statut et par tranche d'age 		 Score: 0.4258
Remplacer l'AAH par le RUA 		 A A H 		 Score: 0.4258
Conditions 		 A tout majeur et mineur émancipé 		 Score: 0.4258
TOUT TYPE DE PUBLIC 		 RU pour qui 		 Score: 0.4258
Arrêter l'énorme surcoût bureaucratique visant à grapiller sur les non-bénéficiaires 		 A cumuler avec allocations familiales 		 Score: 0.4258
Aux parents en congé parental et aux parents au foyer 		 a qui verser l'aide 		 Score: 0.4258
je veux que l'AAH reste une prestation à part entière. 		 A TOUS pour donner à chacun les même chances dés le départ 		 Score: 0.4258
les bénéficiaires du RSA 		 L'AAH sans prendre en compte le revenu du conjoint 		 Score: 0.4257
Aux mères au foyer 		 Aux personnes avec un solde de revenus inférieur à un certain niveau 		 Score: 0.4257
À tout citoyen français disposant dun revenu inférieur à 5000  mensuel. 		 Un revenu universel pour chacun(e) 		 Score: 0.4257
AU PARENT ISOLE 		 A toute personne sans revenus 		 Score: 0.4257
AU PARENT ISOLE 		 A toute personne sans revenus 		 Score: 0.4257
DESTINATAIRES 		 Ayant droits 		 Score: 0.4257
Universel = tous sans exceptions ou conditions 		 A tous, sous condition de revenus 		 Score: 0.4257
AUX PERSONNES EN RECHERCHE D' EMPLOI ( sans chômage et sans AUCUN  REVENUS  ) entre 55 et 65 ans 		 le quart le plus pauvre des plus de 16 ans, tout simplement 		 Score: 0.4257
Remplacer l'AAH par le RUA 		 Inclure les APL dans le RUA n'est pas possible car quid des personnes handicapées à l'AAH qui doivent rester hors du cadre du RUA ?! 		 Score: 0.4257
condition pour toucher le RUA 		 qui est concerné ? 		 Score: 0.4257
La Confédération Syndicale des Familles contre l'intégration de l'APL, l'AAH et l'ASPA 		 En priorite aux familles mono parentales. 		 Score: 0.4257
Et les étudiants 		 Des aides, oui, mais... 		 Score: 0.4257
Toutes les personnes bénéficient de l'aide social. 		 un revenu universel 		 Score: 0.4256
L'AAH n'est pas un minimum social comme les autres et ne doit pas entrer dans le périmètre de du RUA 		 L'aah doit continuer d'exister distinctement. 		 Score: 0.4256
Secteur animation sous payé 		 A toustes 		 Score: 0.4256
personne en situation de handicap 		 des aides oui mais ..... 		 Score: 0.4256
Nationalité Française et cotisation minimum 		 garanti de la naion 		 Score: 0.4256
Mais qui va payer ? 		 Des aides, oui, mais... 		 Score: 0.4256
Nationalité Française et cotisation minimum 		 Préférennce 		 Score: 0.4256
AUX FRANCAIS 		 Inclure l'ASS au RUA 		 Score: 0.4255
A tous français respectueux des lois. 		 pour tous 		 Score: 0.4255
Ne pas inclure les personnes bénéficiant de l'AAH ayant un trouble psychique 		 A toute personne sans activité de plus de 18 ans respectant les critères d'éligibilité suivants : 		 Score: 0.4255
L'intégration de nouveaux publics implique une augmentation des dépenses sociales 		 Une autre vision du revenu d'activité 		 Score: 0.4255
Les jeunes et les stages 		 Pour chaque individu de la société 		 Score: 0.4255
A QUI ? A TOUS 		 Mais qui va payer ? 		 Score: 0.4255
La Confédération Syndicale des Familles contre l'intégration de l'APL, l'AAH et l'ASPA 		 Cher Ministère des Solidarités et de la Santé, 		 Score: 0.4255
A A H 		 Exclure l'AAH du RUA 		 Score: 0.4255
Reconnaissance de l humain 		 Prime activité 		 Score: 0.4255
L'AAH ne doit pas être incluse dans le RUA. 		 Laccompagnement et laccès à lemploi ne peuvent pas être dissociés du RUA 		 Score: 0.4255
TOUT TYPE DE PUBLIC 		 A toustes 		 Score: 0.4255
Par expérience lors de l'augmentation de l'aah le gouvernement en a profité pour supprimer le complément de ressources une aide prévu e pour les plus lourdement handicapés en la remplaçant par une aide inférieure sous conditions de toucher l'apl 		 le seuil de pauvreté 		 Score: 0.4255
Pour les handicapés simplification des démarches administratives 		 La ressource nette par ménage : un pilotage des aides par les écarts 		 Score: 0.4255
Universel ou PAS ? 		 A tous les CITOYENS 		 Score: 0.4255
LAllocation Suplémentaire d'Invalidité doit absolulment rester hors du champ du RUA car elle a été conçue pour compléter les toutes petites pensions dinvalidités de personnes handicapées ayant travaillé moins de 10 ans (maladies chroniques invalidantes) 		 Le RU en lieu et place de toutes les autres allocations 		 Score: 0.4255
Vérifier les revenus réels des bénéficiaires 		 A tous, dès que la personne n'atteint pas un revenu suffisant pour vivre dignement 		 Score: 0.4254
Reconnaissance de l humain 		 A qui doit s'adresser le RUA: universel donc... 		 Score: 0.4254
RUA ou RSU ? Soyons clairs. 		 Pas aux porteurs daah 		 Score: 0.4254
Solidarité bien ordonnée 		 UNIVERSEL c'est pour tous 		 Score: 0.4254
Aux étudiants ! 		 RUA 		 Score: 0.4254
Aux étudiants ! 		 RUA 		 Score: 0.4254
Aux étudiants ! 		 RUA 		 Score: 0.4254
Aux étudiants ! 		 RUA 		 Score: 0.4254
Aux étudiants ! 		 RUA 		 Score: 0.4254
Aux étudiants ! 		 RUA 		 Score: 0.4254
ouvert à tous dès 18 ans 		 JEUNES, PERSONNES AGEES, PERSONNES HANDICAPEES... EN SITUATION DE PRECARITE OU SOUS LE SEUIL DE PAUVRETE ! 		 Score: 0.4254
d'une ouverture de droit simple (un seul et unique intervenant), Indexé a minima sur l'inflation, mensualisé 		 Un revenu Universel pour tous 		 Score: 0.4254
Pour les parents instructeurs 		 à personnes oui à la complexité des individus et de leurs situations 		 Score: 0.4254
LAllocation Suplémentaire d'Invalidité doit absolulment rester hors du champ du RUA car elle a été conçue pour compléter les toutes petites pensions dinvalidités de personnes handicapées ayant travaillé moins de 10 ans (maladies chroniques invalidantes) 		 Aux travailleurs et à ceux qui sont dans l'incapacité de travailler 		 Score: 0.4253
Aides aux Etudiants 		 LES BENEVOLES ASSOCIATIFS exerçant des RESPONSABILITES dans le secteur SOCIAL et SOLIDAIRE. 		 Score: 0.4253
RUA PROPORTIONNEL 		 Un RUA dès 18 ans 		 Score: 0.4253
Universel ou PAS ? 		 revenu universel de solidarité et non pas d'activité ! 		 Score: 0.4253
Certainement pas aux personnes handicapées 		 pas AAH 		 Score: 0.4253
AAH ce n'est pas une prime d'activité 		 prioriser le revenu universel d'activité 		 Score: 0.4253
A tous les citoyens français 		 REVENU UNIVERSEL 		 Score: 0.4253
Faire comme la prime activité  avec les même plafond resources 		 Ayant droits 		 Score: 0.4253
Aux artistes plasticiens qui n'ont aucune protection sociale 		 personne en situation de handicap 		 Score: 0.4253
Pour aider les actifs en contrat précaire. 		 Guichet Unique de Prestations Sociales 		 Score: 0.4253
Pour aider les actifs en contrat précaire. 		 Guichet Unique de Prestations Sociales 		 Score: 0.4253
NON 		 Pour qui 		 Score: 0.4252
AAH dans RUA 		 Les aidants 		 Score: 0.4252
droit pour toute personne ayant une retraite inférieur a 1500 euros 		 A toute personne sans activité de plus de 18 ans respectant les critères d'éligibilité suivants : 		 Score: 0.4252
obligation pour le bénéficiaire de vivre en france et de vouloir y rester 		 Individualiser le RUA plutôt que de l'accorder à un foyer 		 Score: 0.4252
Le RUA ne doit prendre en compte l'AAH 		 Le RUA pour tous de la naissance jusqu'au décès. 		 Score: 0.4252
Par expérience lors de l'augmentation de l'aah le gouvernement en a profité pour supprimer le complément de ressources une aide prévu e pour les plus lourdement handicapés en la remplaçant par une aide inférieure sous conditions de toucher l'apl 		 Arrêter d aider les gens qui peuvent  travailler sans rien demander en retour 		 Score: 0.4252
Mères isolées et familles nombreuses 		 Travailleurs pauvres et étudiants 		 Score: 0.4252
Liberté Egalité Fraternité 		 pour tous en fonction des revenus 		 Score: 0.4252
La Confédération Syndicale des Familles contre l'intégration de l'APL, l'AAH et l'ASPA 		 "Ouvrir les yeux sur les ""vrais revenus"" pris en compte pour une ouverture de droits" 		 Score: 0.4252
obligation pour le bénéficiaire de vivre en france et de vouloir y rester 		 Priorité aux demandeurs d'emploi et retraités 		 Score: 0.4252
Pour les handicapés simplification des démarches administratives 		 Individualiser le RUA plutôt que de l'accorder à un foyer 		 Score: 0.4252
A toutes les personnes qui s'engage à faire évoluer la société dans le bon sens en consacrant 5 heures de leur temps toutes les semaines à la faire évoluer. 		 Un revenu Universel pour tous 		 Score: 0.4251
question 		 Pour chaque individu de la société 		 Score: 0.4251
TOUT TYPE DE PUBLIC 		 Aux personnes qui ont un projet 		 Score: 0.4251
Pour les chomeurs qui veulent se former ou créer une entreprise. 		 Prise en compte individuelle des ressources financières 		 Score: 0.4251
femmes 		 emploi ou RUA 		 Score: 0.4251
Laccompagnement et laccès à lemploi ne peuvent pas être dissociés du RUA 		 Revenu pour toutes personne en dessous du seuil de pauvreté 		 Score: 0.4251
Laccompagnement et laccès à lemploi ne peuvent pas être dissociés du RUA 		 Par expérience lors de l'augmentation de l'aah le gouvernement en a profité pour supprimer le complément de ressources une aide prévu e pour les plus lourdement handicapés en la remplaçant par une aide inférieure sous conditions de toucher l'apl 		 Score: 0.4251
aah 		 condition pour toucher le RUA 		 Score: 0.4251
Les jeunes et les stages 		 Un engagement envers soi et envers la société 		 Score: 0.4250
Liberté 		 Pas aux porteurs daah 		 Score: 0.4250
La Confédération Syndicale des Familles contre l'intégration de l'APL, l'AAH et l'ASPA 		 Prestation universelle pour regrouper les aides 		 Score: 0.4250
AUX PERSONNES EN RECHERCHE D' EMPLOI ( sans chômage et sans AUCUN  REVENUS  ) entre 55 et 65 ans 		 Jeunes, étudiants, handicapés, personnes agées 		 Score: 0.4250
Aux étudiants ! 		 Tous les citoyens 		 Score: 0.4250
Aide aux foyers uni-parentaux 		 La considération du handicap avec un taux inférieur à 80% 		 Score: 0.4250
Par expérience lors de l'augmentation de l'aah le gouvernement en a profité pour supprimer le complément de ressources une aide prévu e pour les plus lourdement handicapés en la remplaçant par une aide inférieure sous conditions de toucher l'apl 		 A tous ceux qui sont en précarité, pauvreté 		 Score: 0.4250
Ouvrir le Revenu Universel d'Activité à un public plus large sans pour autant léser le public actuel du RSA 		 Intégrer Allocation de solidarité spécifique (ASS) dans le revenu universel d'activité ? 		 Score: 0.4250
Ouvrir le Revenu Universel d'Activité à un public plus large sans pour autant léser le public actuel du RSA 		 L'AAH n'est pas un minimum social comme les autres et ne doit pas entrer dans le périmètre de du RUA 		 Score: 0.4250
"Privilégier les personnes de plus de 50 ans en recherche d'emploi et jugées ""trop agées"" notemment les femmes" 		 Le RUA doit s'adresser à tout adulte majeur ! 		 Score: 0.4250
A TOUT CITOYEN FRANCAIS 		 Ayant droits 		 Score: 0.4250
APL 		 Alerte senior et RUA 		 Score: 0.4250
S'adresser à soi-même 		 NON à la fabrique de fainéants 		 Score: 0.4250
personne en situation de handicap 		 Les jeunes de moins de18 à 25 ans sans revenu 		 Score: 0.4250
A toutes les personnes qui s'engage à faire évoluer la société dans le bon sens en consacrant 5 heures de leur temps toutes les semaines à la faire évoluer. 		 Tout le monde 		 Score: 0.4249
A toutes les personnes qui s'engage à faire évoluer la société dans le bon sens en consacrant 5 heures de leur temps toutes les semaines à la faire évoluer. 		 Tout le monde 		 Score: 0.4249
L'intégration de nouveaux publics implique une augmentation des dépenses sociales 		 Aux classes moyennes 		 Score: 0.4249
qui dit activité dit salaire 		 A TOUS à condition d'être un bon CITOYEN 		 Score: 0.4249
Refus intégration AAH et de l'APL et RSA dans le RUA + Minimum à garantir 		 AAH 		 Score: 0.4249
Refus intégration AAH et de l'APL et RSA dans le RUA + Minimum à garantir 		 AAH 		 Score: 0.4249
Refus intégration AAH et de l'APL et RSA dans le RUA + Minimum à garantir 		 AAH 		 Score: 0.4249
Refus intégration AAH et de l'APL et RSA dans le RUA + Minimum à garantir 		 AAH 		 Score: 0.4249
Liberté 		 vrai statut de l'aidant, hors allocations 		 Score: 0.4249
Les handicaps non reconnus ou partiellement 		 Des aides, oui, mais... 		 Score: 0.4248
Pour les chomeurs qui veulent se former ou créer une entreprise. 		 Monoparental et étudiants 		 Score: 0.4248
NON 		 Des aides, oui, mais... 		 Score: 0.4248
Conditions 		 Stage 		 Score: 0.4248
Laccompagnement et laccès à lemploi ne peuvent pas être dissociés du RUA 		 Ne pas laisser de côté les publics fragiles 		 Score: 0.4248
Minimum alimentaire 		 RUA pour tous sans conditions 		 Score: 0.4248
Universel 		 AAH ALLOCATION ADULTE HANDICAPÉ EN DEHORS DU REVENU UNIVERSEL 		 Score: 0.4247
question 		 a qui verser l'aide 		 Score: 0.4247
Libérez les TANGUY : + impôt - APL les calculs sont pas bon! 		 Un « REvenu de VOcation CItoyens » (REVOCI / « Rêve aussi » !...) POUR TOU-TE-S,  plutôt que le RUA,  pour réinventer/(ré)enchanter le Travail, notre Société et nos vies... 		 Score: 0.4247
La considération du handicap avec un taux inférieur à 80% 		 beneficiaires 		 Score: 0.4247
Mais qui va payer ? 		 Tout le monde : c'est un revenu UNIVERSEL 		 Score: 0.4247
éviter les effets de seuil et de dents de scie 		 A toustes 		 Score: 0.4247
AAH dans RUA 		 Pourquoi fusionne le revenu universel et L'Aah 		 Score: 0.4247
Dissocier le montant de certaines APL 		 Revenue universelle 		 Score: 0.4247
Universel ET Solidaire 		 A tous sans exception 		 Score: 0.4247
Récupération sur succession? 		 AAH ALLOCATION ADULTE HANDICAPÉ EN DEHORS DU REVENU UNIVERSEL 		 Score: 0.4247
AAH 		 A TOUS MAIS AVEC DES CONDITIONS A DÉTERMINER ET A VÉRIFIER ENSEMBLE 		 Score: 0.4246
AAH 		 A TOUS MAIS AVEC DES CONDITIONS A DÉTERMINER ET A VÉRIFIER ENSEMBLE 		 Score: 0.4246
AAH 		 A TOUS MAIS AVEC DES CONDITIONS A DÉTERMINER ET A VÉRIFIER ENSEMBLE 		 Score: 0.4246
AAH 		 A TOUS MAIS AVEC DES CONDITIONS A DÉTERMINER ET A VÉRIFIER ENSEMBLE 		 Score: 0.4246
Non à l'intégration de l'aah et de l'aspa! 		 NON AU RUA OUI POUR UNE AIDES AU TRAVAILLEURS PAUVRES 		 Score: 0.4246
Arrêter l'énorme surcoût bureaucratique visant à grapiller sur les non-bénéficiaires 		 Prime d'activité pour l'ensembles des personnes en invalidité (sous conditions de ressources) 		 Score: 0.4246
La Confédération Syndicale des Familles contre l'intégration de l'APL, l'AAH et l'ASPA 		 Par expérience lors de l'augmentation de l'aah le gouvernement en a profité pour supprimer le complément de ressources une aide prévu e pour les plus lourdement handicapés en la remplaçant par une aide inférieure sous conditions de toucher l'apl 		 Score: 0.4246
La considération du handicap avec un taux inférieur à 80% 		 À tout le monde sous le seuil de pauvreté. 		 Score: 0.4246
L'AAH n'est pas un un minimum social comme les autres 		 Et les étudiants 		 Score: 0.4246
Toutes les personnes bénéficient de l'aide social. 		 A tout le monde dès la naissance 		 Score: 0.4246
Récupération sur succession? 		 a qui verser l'aide 		 Score: 0.4246
je veux que l'AAH reste une prestation à part entière. 		 A tous les bénéficiaires potentiels sans exception 		 Score: 0.4246
Réservé aux seuls nationaux 		 "Rendre universel ""le revenu universel (d'activité)""" 		 Score: 0.4246
mères isolées ayant élevé elurs enfants seules 		 Pour tout ceux en situation de pauvreté 		 Score: 0.4246
qui dit activité dit salaire 		 "Un ""vrai"" revenu universel pour tous." 		 Score: 0.4246
Refus intégration AAH et de l'APL et RSA dans le RUA + Minimum à garantir 		 LAllocation Suplémentaire d'Invalidité doit absolulment rester hors du champ du RUA car elle a été conçue pour compléter les toutes petites pensions dinvalidités de personnes handicapées ayant travaillé moins de 10 ans (maladies chroniques invalidantes) 		 Score: 0.4245
L'AAH ne doit pas être incluse dans le RUA. 		 L'aah doit continuer d'exister distinctement. 		 Score: 0.4245
Les Personnes Handicapées INAPTES AU TRAVAIL ( 80% et plus ) ne peuvent prétendre à un REVENU mais à une allocation spécifique de Type AAH. 		 Le RUA ne doit prendre en compte l'AAH 		 Score: 0.4245
L'AAH n'est pas un revenu d'activité basta. 		 Pour tous les publics, sous conditions de revenus 		 Score: 0.4245
RUA PROPORTIONNEL 		 Dissocier le montant de certaines APL 		 Score: 0.4245
Titre supprimé 		 Équité 		 Score: 0.4245
Titre supprimé 		 Équité 		 Score: 0.4245
Prise en compte individuelle des ressources financières 		 Tout le monde : c'est un revenu UNIVERSEL 		 Score: 0.4245
A TOUT CITOYEN FRANCAIS 		 A TOUS à condition d'être un bon CITOYEN 		 Score: 0.4245
"Privilégier les personnes de plus de 50 ans en recherche d'emploi et jugées ""trop agées"" notemment les femmes" 		 Pas de RUA pour les gens en indélicatesses avec la justice le civisme ... 		 Score: 0.4245
Titre supprimé 		 Prime temporaire 		 Score: 0.4245
Titre supprimé 		 Prime temporaire 		 Score: 0.4245
Universel sous conditions ? 		 Pourquoi fusionne le revenu universel et L'Aah 		 Score: 0.4245
A quels publics... 		 Les aidants 		 Score: 0.4244
Le RUA ne doit prendre en compte l'AAH 		 Pourquoi fusionne le revenu universel et L'Aah 		 Score: 0.4244
Limites 		 Population concernée 		 Score: 0.4244
Dissocier le montant de certaines APL 		 AAH ALLOCATION ADULTE HANDICAPÉ EN DEHORS DU REVENU UNIVERSEL 		 Score: 0.4244
femmes 		 Mère travaillant élevant seule des enfants 		 Score: 0.4244
RUA ou RSU ? Soyons clairs. 		 A toutes &amp 		 Score: 0.4244
L'AAH n'est pas un revenu d'activité basta. 		 un revenu universel 		 Score: 0.4244
AU PARENT ISOLE 		 RUA pour tous sans conditions 		 Score: 0.4244
les bénéficiaires du RSA 		 Non à l'intégration de l'ASPA et de l'AAH dans le RUA! 		 Score: 0.4243
+ le 2eme parent 		 Des droits équitables pour les parents divorcés ou séparés 		 Score: 0.4243
RUA à 100% du SMIC pour les personnes handicapées ne pouvant pas ou plus exercer une activité professionnelle 		 Un revenu non universel et non lié à l'activité. 		 Score: 0.4243
Aide aux foyers uni-parentaux 		 Aux personnes qui se donnent la peine de  chercher du travail 		 Score: 0.4243
Vérifier les revenus réels des bénéficiaires 		 Le RUA s'adresserait à toutes les personnes ayant un revenu inférieur au seuil de pauvreté qui est de 1 026  		 Score: 0.4243
NON aux personnes handicapées 		 À toute personne, ayant un revenu inférieur à 2000. 		 Score: 0.4243
à personnes oui à la complexité des individus et de leurs situations 		 RU pour qui 		 Score: 0.4243
Revenu Minimum Unique RMU 		 RUA à la place de deduction de l'ISF 		 Score: 0.4243
à personnes oui à la complexité des individus et de leurs situations 		 IL FAUT GARDER LE SYSTEME EXISTENT AFIN DE CIBLER FINANCIEREMENT LES DIFFERENTS PROBLEMES DES PERSONNES ? NON PAS GLOBALISER LES AIDES 		 Score: 0.4243
A QUI ? A TOUS 		 A quel public le Revenu Universel d'Activité doit-il s'adresser ? 		 Score: 0.4242
A toutes les personnes  ayant des revenus inférieurs à 800 euros/mois 		 Revenu Minimum Unique RMU 		 Score: 0.4242
A qui le Rua doit-il s'adresser 		 Remplacer l'AAH par le RUA 		 Score: 0.4242
Reconnaitre les aidants pour mieux respecter nos anciens 		 Pour toi, pour moi, pour lui, pour tous 		 Score: 0.4242
Mères isolées et familles nombreuses 		 les personnes en burn out au travail 		 Score: 0.4242
Universel ET Solidaire 		 S'adresser à tous mais avec une contrepartie. 		 Score: 0.4242
A tous à partir de 18 ans 		 A TOUS LES ETUDIANTS SANS DISTINCTION 		 Score: 0.4242
A tous à partir de 18 ans 		 A TOUS LES ETUDIANTS SANS DISTINCTION 		 Score: 0.4242
Alerte senior et RUA 		 Pas d' RUA pour remplacer   l 'AAH du handicap psychique 		 Score: 0.4241
les bénéficiaires du RSA 		 Les aidants 		 Score: 0.4241
A toutes les personnes  ayant des revenus inférieurs à 800 euros/mois 		 Exclure du RUA toutes les personnes handicapées bénéficiaires de l'AAH qui par définition ont une Restriction Substantielle et Durable à lEmploi (RSDAE) 		 Score: 0.4241
Libérez les TANGUY : + impôt - APL les calculs sont pas bon! 		 Non à l'intégration de l'ASPA et de l'AAH dans le RUA! 		 Score: 0.4241
Ouvrir le Revenu Universel d'Activité à un public plus large sans pour autant léser le public actuel du RSA 		 Inclure l'ASS au RUA 		 Score: 0.4241
Des allocations avec des objectifs différents 		 2 catégories de RU : les non employables et les employables 		 Score: 0.4241
Etudiants en situation de Handicap reconnus de 50% et 79% 		 Égalité des droits lors de Garde Alternée des enfants 		 Score: 0.4241
Ouvrir le Revenu Universel d'Activité à un public plus large sans pour autant léser le public actuel du RSA 		 Pour tous 		 Score: 0.4241
Ouvrir le Revenu Universel d'Activité à un public plus large sans pour autant léser le public actuel du RSA 		 Pour tous 		 Score: 0.4241
Ouvrir le Revenu Universel d'Activité à un public plus large sans pour autant léser le public actuel du RSA 		 Pour tous 		 Score: 0.4241
Ouvrir le Revenu Universel d'Activité à un public plus large sans pour autant léser le public actuel du RSA 		 Pour tous 		 Score: 0.4241
Ouvrir le Revenu Universel d'Activité à un public plus large sans pour autant léser le public actuel du RSA 		 Pour tous 		 Score: 0.4241
Et les étudiants 		 A tous (sinon il n'est pas universel) 		 Score: 0.4241
Pour toi, pour moi, pour lui, pour tous 		 A tous ceux qui sont en précarité, pauvreté 		 Score: 0.4240
Laccompagnement et laccès à lemploi ne peuvent pas être dissociés du RUA 		 Chaque personne en situation de fragilité sociale et économique, dès 18 ans 		 Score: 0.4240
Pension d'invalidité et passage à la retraite 		 Dés 16 ans en fonction de certain critères d 'éligibilité 		 Score: 0.4240
femmes 		 Préférennce 		 Score: 0.4240
Pas de RUA pour les gens en indélicatesses avec la justice le civisme ... 		 TUA pour tous 		 Score: 0.4240
Pour les parents instructeurs 		 ressources 		 Score: 0.4240
Arrêter l'énorme surcoût bureaucratique visant à grapiller sur les non-bénéficiaires 		 LAllocation Suplémentaire d'Invalidité doit absolulment rester hors du champ du RUA car elle a été conçue pour compléter les toutes petites pensions dinvalidités de personnes handicapées ayant travaillé moins de 10 ans (maladies chroniques invalidantes) 		 Score: 0.4240
"Privilégier les personnes de plus de 50 ans en recherche d'emploi et jugées ""trop agées"" notemment les femmes" 		 Aux jeunes placés et sortant du service de l'Aide Sociale à l'Enfance (sous conditions) 		 Score: 0.4240
DESTINATAIRES 		 AAH 		 Score: 0.4240
DESTINATAIRES 		 AAH 		 Score: 0.4240
DESTINATAIRES 		 AAH 		 Score: 0.4240
DESTINATAIRES 		 AAH 		 Score: 0.4240
Toutes les personnes bénéficient de l'aide social. 		 A toutes les personnes  ayant des revenus inférieurs à 800 euros/mois 		 Score: 0.4240
AAH dans RUA 		 L'AAH ne doit surtout pas être incluse dans le Revenu Universel d'Activité 		 Score: 0.4240
Toutes les personnes bénéficient de l'aide social. 		 TUA pour tous 		 Score: 0.4240
A toute personne sans activité de plus de 18 ans respectant les critères d'éligibilité suivants : 		 Un revenu non universel et non lié à l'activité. 		 Score: 0.4240
Ne pas inclure les personnes bénéficiant de l'AAH ayant un trouble psychique 		 RUA pour tous sans conditions 		 Score: 0.4239
Universel ou PAS ? 		 Tous les citoyens 		 Score: 0.4239
Aah 		 "Dans RUA, il y a ""universel""" 		 Score: 0.4239
Aah 		 "Dans RUA, il y a ""universel""" 		 Score: 0.4239
les personnes en burn out au travail 		 Chaque personne en situation de fragilité sociale et économique, dès 18 ans 		 Score: 0.4239
question 		 Limites 		 Score: 0.4239
1 parent ayant un enfant handicapé à charge 		 Un RUA dès 18 ans 		 Score: 0.4239
Ouvrir le Revenu Universel d'Activité à un public plus large sans pour autant léser le public actuel du RSA 		 REVENU UNIVERSEL 		 Score: 0.4239
Ouvrir le RUA aux jeunes avec un projet de création dentreprise viable 		 Justifier d'un besoin et d'une capacité à recevoir le RUA 		 Score: 0.4239
Mais qui va payer ? 		 A tous ou à personne 		 Score: 0.4239
1 parent ayant un enfant handicapé à charge 		 Les personnes avec ou sans emplois sous conditions 		 Score: 0.4239
Quel critère de citoyenneté pour bénéficier du RUA 		 intégrer la personne handicapée et seulement ses revenus 		 Score: 0.4238
revenu  universel   pour  toutes  les  personnes  ayant  un  revenu  inférieur  à1500   euros  nets  par  mois 		 obligation pour le bénéficiaire de vivre en france et de vouloir y rester 		 Score: 0.4238
A tous, automatiquement, au 1er du mois, sans condition afin de responsabiliser chacun et d'économiser les frais de gestion ou de contrôle 		 Toutes les personnes bénéficient de l'aide social. 		 Score: 0.4238
Pension d'invalidité et passage à la retraite 		 Prime temporaire 		 Score: 0.4238
Liberté 		 Solidarité bien ordonnée 		 Score: 0.4238
Pour les chomeurs qui veulent se former ou créer une entreprise. 		 Dés 16 ans en fonction de certain critères d 'éligibilité 		 Score: 0.4238
1 parent ayant un enfant handicapé à charge 		 revenu universel aussi pour les enfants 		 Score: 0.4238
+ le 2eme parent 		 a qui verser l'aide 		 Score: 0.4238
Universel . 		 A tout le monde 		 Score: 0.4238
Universel . 		 A tout le monde 		 Score: 0.4238
Universel . 		 A tout le monde 		 Score: 0.4238
d'une ouverture de droit simple (un seul et unique intervenant), Indexé a minima sur l'inflation, mensualisé 		 Aux personnes avec un solde de revenus inférieur à un certain niveau 		 Score: 0.4238
Le RUA ne doit pas s'appliquer aux bénéficiaires de l'AAH 		 Revenu universel en remplacement de tous les aides nationales 		 Score: 0.4238
Universel . 		 contrepartie du RUA 		 Score: 0.4237
NON aux personnes handicapées 		 Revenu pour toutes personne en dessous du seuil de pauvreté 		 Score: 0.4237
Les jeunes de moins de18 à 25 ans sans revenu 		 a qui le revenu universel doit s adresser 		 Score: 0.4237
Solidarité bien ordonnée 		 RU 		 Score: 0.4237
