TO ALL FRENCH CITIZENS 		 To all French citizens 		 Score: 1.0000
NO 		 Freedom 		 Score: 0.1899
those 		 UK 		 Score: 0.1899
Include the SSA in the UAP 		 Who should receive a universal income? 		 Score: 0.1899
RUA or RSU? Let's be clear. 		 Priority to job seekers and pensioners 		 Score: 0.1898
Liberty Equality Fraternity 		 INNOVATING for a MORE INCLUSIVE and less DISCRIMINATORY SOCIETY: CAREGIVERS and FAMILY CAREGIVERS 		 Score: 0.1898
+ the 2nd parent 		 TO ALL THE POOR 		 Score: 0.1898
RUA with anti-fraud system 		 Who can claim the Universal Activity Income 		 Score: 0.1898
those 		 open to all from 18 years old 		 Score: 0.1898
Why in silver? 		 To all those who receive a salary, an allowance or a pension below the smic. 		 Score: 0.1897
No to the integration of the aah and the aspa! 		 the universal income, as its name indicates, must apply to everyone. 		 Score: 0.1896
Targeted and better supervised 		 To which audiences... 		 Score: 0.1896
equivocal 		 Another vision of the activity income 		 Score: 0.1896
The French in Europe 		 To all (otherwise it is not universal) 		 Score: 0.1896
Legal proceedings 		 RUA for all without conditions 		 Score: 0.1896
Include the SSA in the UAP 		 Person with a disability 		 Score: 0.1896
To all but beware of criminal records 		 only to recipients who require it .... 		 Score: 0.1896
Don't leave out the vulnerable 		 question 		 Score: 0.1895
Allocations with different objectives 		 A universal income for everyone 		 Score: 0.1895
People receiving AAH should not be concerned 		 Unemployed persons at the end of their entitlement (ASS) 		 Score: 0.1895
condition for receiving the SUP 		 Don't leave out the vulnerable 		 Score: 0.1895
Parents on parental leave and stay-at-home parents 		 Any adult below the poverty line. 		 Score: 0.1895
Equal Rights in Alternate Custody of Children 		 A minimum income for everyone who has reached the age of majority or is emancipated 		 Score: 0.1895
Housewife 		 To any non-working person over 18 years of age who meets the following eligibility criteria: 		 Score: 0.1894
Kalissy06 		 Scandalous 		 Score: 0.1894
To all but beware of criminal records 		 For whom the RUA 		 Score: 0.1894
RUA or RSU? Let's be clear. 		 for all according to income 		 Score: 0.1894
young people completing their studies 		 Working mother raising children alone 		 Score: 0.1893
Internship 		 All persons of working age and unemployed 		 Score: 0.1893
+ the 2nd parent 		 Rights holders 		 Score: 0.1893
Liberty Equality Fraternity 		 To all (otherwise it is not universal) 		 Score: 0.1893
LAAH is not just another minimum. 		 RUA FOR ALL 		 Score: 0.1893
LAAH is not just another minimum. 		 RUA FOR ALL 		 Score: 0.1893
NO 		 women 		 Score: 0.1892
The Confédération Syndicale des Familles against the integration of the APL, the AAH and the ASPA 		 Justify a need and capacity to receive the RUA 		 Score: 0.1892
Limits 		 TO ALL STUDENTS WITHOUT DISTINCTION 		 Score: 0.1891
Limits 		 TO ALL STUDENTS WITHOUT DISTINCTION 		 Score: 0.1891
Allocations with different objectives 		 AAH and universal income 		 Score: 0.1891
Limits 		 UK 		 Score: 0.1891
Limits 		 Legal proceedings 		 Score: 0.1891
Why in silver? 		 For all, without conditions. 		 Score: 0.1891
Liberty Equality Fraternity 		 Who should receive a universal income? 		 Score: 0.1891
those 		 Student Aid 		 Score: 0.1890
Studying is a full-time activity 		 A job for the company 		 Score: 0.1890
Recognizing caregivers to better respect our elders 		 A commitment to oneself and to society 		 Score: 0.1890
Include the SSA in the UAP 		 Universal income to be given to all without conditions...universal citizenship income 		 Score: 0.1890
RUA instead of ISF deduction 		 "A ""true"" universal income for all."" 		 Score: 0.1890
Recovered from the estate? 		 Income for all upon reaching the age of majority 		 Score: 0.1889
Situation of precariousness 		 Student and post-graduation youth 		 Score: 0.1889
ALL TYPES OF AUDIENCES 		 For every human being, regardless of age or nationality. 		 Score: 0.1889
people in burnout at work 		 too many vulnerable people 		 Score: 0.1888
+ the 2nd parent 		 RUA 		 Score: 0.1888
+ the 2nd parent 		 RUA 		 Score: 0.1888
the poorest quarter of the over-16s, quite simply 		 Graduated rate for minors 		 Score: 0.1888
Recognizing caregivers to better respect our elders 		 Exclude the Allocation for Disabled Adults from the Universal Activity Income. 		 Score: 0.1887
Recognizing caregivers to better respect our elders 		 For everyone from birth 		 Score: 0.1887
not AAH 		 For whom 		 Score: 0.1887
Owner with a deceased spouse 		 Dear Ministry of Solidarity and Health, 		 Score: 0.1887
Legal proceedings 		 For whom 		 Score: 0.1886
Internship 		 For all audiences, subject to income conditions 		 Score: 0.1886
Internship 		 Integration of the aah in the RUA 		 Score: 0.1886
Don't leave out the vulnerable 		 One-stop shop for social benefits 		 Score: 0.1886
Don't leave out the vulnerable 		 One-stop shop for social benefits 		 Score: 0.1886
Studying is a full-time activity 		 To all, automatically, on the 1st of the month, without condition in order to make everyone responsible and to save management or control costs 		 Score: 0.1886
equivocal 		 any major below this RUA 		 Score: 0.1886
people in burnout at work 		 young people completing their studies 		 Score: 0.1886
Liberty Equality Fraternity 		 Only for single people without children because they do not receive the same amount of aid 		 Score: 0.1885
Dissociate the amount of certain APLs 		 To all but not to AAH recipients 		 Score: 0.1885
Owner with a deceased spouse 		 Who should receive a universal income? 		 Score: 0.1885
The Confédération Syndicale des Familles against the integration of the APL, the AAH and the ASPA 		 "Make universal ""universal (activity) income""" 		 Score: 0.1885
Scandalous 		 To all French people without distinction 		 Score: 0.1885
RUA instead of ISF deduction 		 for all but with conditions 		 Score: 0.1885
The French in Europe 		 What about pensioners? 		 Score: 0.1884
Allocations with different objectives 		 TO ALL STUDENTS WITHOUT DISTINCTION 		 Score: 0.1884
Allocations with different objectives 		 TO ALL STUDENTS WITHOUT DISTINCTION 		 Score: 0.1884
Recognizing caregivers to better respect our elders 		 Universal benefit to consolidate support 		 Score: 0.1884
NO 		 APL 		 Score: 0.1884
not AAH 		 To everyone 		 Score: 0.1883
Who is the rua 		 Neither the AHA nor the solidarity allowance for the elderly 		 Score: 0.1882
Legal proceedings 		 To all, on condition of income 		 Score: 0.1882
those 		 equivocal 		 Score: 0.1882
who is concerned? 		 Young people experiencing poverty 		 Score: 0.1882
The aah must continue to exist separately. 		 Universal or NOT? 		 Score: 0.1882
who is concerned? 		 The parent who is forced to stop working to care for his or her disabled child 		 Score: 0.1882
Animation sector 		 The AAH is not an activity income. 		 Score: 0.1881
Liberty Equality Fraternity 		 Working poor and students 		 Score: 0.1881
particular case of psychic patients psychiatric illness is each time a specific case so create a follow-up file 		 Situation of precariousness 		 Score: 0.1881
Who is the rua 		 disabled person 		 Score: 0.1881
condition for receiving the SUP 		 Bonus for single persons 		 Score: 0.1880
Housewife 		 Individualize the RUA rather than granting it to a household 		 Score: 0.1880
Housewife 		 Decent income for the elderly 		 Score: 0.1880
Animation sector 		 the poverty line 		 Score: 0.1879
Legal proceedings 		 To all citizens according to resources / assets 		 Score: 0.1879
No to the integration of the aah and the aspa! 		 APL 		 Score: 0.1879
young people completing their studies 		 to people yes to the complexity of individuals and their situations 		 Score: 0.1879
Kalissy06 		 The French above all 		 Score: 0.1879
A A H 		 The contribution for all 		 Score: 0.1878
Equal Rights in Alternate Custody of Children 		 Eradicating poverty in a caring society 		 Score: 0.1878
Dissociate the amount of certain APLs 		 AAH is not an activity premium 		 Score: 0.1878
Temporary premium 		 For all from 18 years old 		 Score: 0.1878
The French in Europe 		 For whom 		 Score: 0.1878
No to the integration of the aah and the aspa! 		 The RUA is not adapted to all disability situations 		 Score: 0.1878
condition for receiving the SUP 		 No RUA to replace the AAH for psychic disability 		 Score: 0.1877
Liberty Equality Fraternity 		 The AAH is not a social minimum like the others and should not be included in the scope of the RUA 		 Score: 0.1877
Internship 		 As for unemployment 		 Score: 0.1876
RUA instead of ISF deduction 		 dissociate AAH from other income 		 Score: 0.1876
condition for receiving the SUP 		 RU for whom 		 Score: 0.1876
Situation of precariousness 		 Not to daah carriers 		 Score: 0.1876
equivocal 		 Scandalous 		 Score: 0.1875
People receiving AAH should not be concerned 		 Stop helping people who can work without asking for anything in return 		 Score: 0.1875
equivocal 		 To the middle classes 		 Score: 0.1875
Animation sector 		 Single Minimum Income RMU 		 Score: 0.1875
ALL TYPES OF AUDIENCES 		 keep the AAH (Allocation Adultes Handicapées a part 		 Score: 0.1875
Legal proceedings 		 All citizens 		 Score: 0.1875
young people completing their studies 		 resources 		 Score: 0.1875
Situation of precariousness 		 Caregivers 		 Score: 0.1875
No to the integration of the aah and the aspa! 		 Universal means for all! 		 Score: 0.1874
Owner with a deceased spouse 		 Establish an asset ceiling 		 Score: 0.1874
equivocal 		 To all persons undergoing an unwanted change of situation 		 Score: 0.1874
Recovered from the estate? 		 Person with a disability 		 Score: 0.1874
Studying is a full-time activity 		 For all audiences, subject to income conditions 		 Score: 0.1874
who is concerned? 		 Migrant 		 Score: 0.1874
The Confédération Syndicale des Familles against the integration of the APL, the AAH and the ASPA 		 No to the untimely revision of disability rates (MDPH) and invalidity rates (CPAM) in order to get as many people as possible into the RUA 		 Score: 0.1873
Equal Rights in Alternate Custody of Children 		 Exclude the Allocation for Disabled Adults from the Universal Activity Income. 		 Score: 0.1873
To all but beware of criminal records 		 TO ALL STUDENTS WITHOUT DISTINCTION 		 Score: 0.1873
The French in Europe 		 For all audiences, subject to income conditions 		 Score: 0.1873
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 Young people and internships 		 Score: 0.1872
Why in silver? 		 For whom 		 Score: 0.1872
ALL TYPES OF AUDIENCES 		 Young people, disabled people, poor families with children 		 Score: 0.1872
Housewife 		 A RUA from 18 years old 		 Score: 0.1872
Limits 		 To people who have a project 		 Score: 0.1871
Equal Rights in Alternate Custody of Children 		 a simple opening of rights (a single participant), indexed at least to inflation, monthly 		 Score: 0.1871
the poorest quarter of the over-16s, quite simply 		 To all, on condition of income 		 Score: 0.1871
young people completing their studies 		 Single mothers and large families 		 Score: 0.1871
people in burnout at work 		 Disabled persons who are UNABLE TO WORK (80% or more) cannot claim an INCOME but a specific allowance such as AAH. 		 Score: 0.1871
Owner with a deceased spouse 		 A RUA from 18 years old 		 Score: 0.1870
MAILING ADDRESSES 		 Owner with a deceased spouse 		 Score: 0.1870
Targeted and better supervised 		 question 		 Score: 0.1870
NO 		 To all CITIZENS 		 Score: 0.1870
jojo 		 no RUA for foreigners ... 		 Score: 0.1870
Equal Rights in Alternate Custody of Children 		 To all law-abiding French people. 		 Score: 0.1869
RUA with anti-fraud system 		 Micro-entrepreneurs 		 Score: 0.1869
Situation of precariousness 		 Unemployed persons at the end of their entitlement (ASS) 		 Score: 0.1869
those 		 any major below this RUA 		 Score: 0.1869
Animation sector 		 to be paid according to a resource ceiling 		 Score: 0.1869
people in burnout at work 		 For everyone except the disabled 		 Score: 0.1869
Liberty Equality Fraternity 		 aid yes but ..... 		 Score: 0.1868
Don't leave out the vulnerable 		 for all but with conditions 		 Score: 0.1868
RUA instead of ISF deduction 		 An income for all 		 Score: 0.1868
People receiving AAH should not be concerned 		 Young people, students, handicapped people, elderly people 		 Score: 0.1868
Allocations with different objectives 		 The RUA would be open to all persons with an income below the poverty line of 		 Score: 0.1868
Housewife 		 Single parent and students 		 Score: 0.1867
Liberty Equality Fraternity 		 For everyone individually, imposed 		 Score: 0.1867
A A H 		 rights and duties 		 Score: 0.1867
those 		 To people who have a project 		 Score: 0.1867
Situation of precariousness 		 To all law-abiding French people. 		 Score: 0.1866
young people completing their studies 		 Anyone with an income of less than 2000. 		 Score: 0.1866
equivocal 		 To all those who are in precariousness, poverty 		 Score: 0.1866
Don't leave out the vulnerable 		 The RUA would be open to all persons with an income below the poverty line of 		 Score: 0.1866
Temporary premium 		 "A real "Universal Income" for ALL, modular and conditional" 		 Score: 0.1866
who is concerned? 		 To visual artists who have no social protection 		 Score: 0.1866
Liberty Equality Fraternity 		 Single parent and students 		 Score: 0.1865
Limits 		 For students living more than 100km from their parents. 		 Score: 0.1865
equivocal 		 No to the integration of the ASPA and the AAH in the RUA! 		 Score: 0.1865
Kalissy06 		 To all 		 Score: 0.1865
Kalissy06 		 To all 		 Score: 0.1865
Kalissy06 		 To all 		 Score: 0.1865
Kalissy06 		 To all 		 Score: 0.1865
Kalissy06 		 To all 		 Score: 0.1865
Kalissy06 		 To all 		 Score: 0.1865
Kalissy06 		 To all 		 Score: 0.1865
Kalissy06 		 To All 		 Score: 0.1865
Kalissy06 		 employment or RUA 		 Score: 0.1865
NO 		 Not to daah carriers 		 Score: 0.1865
People receiving AAH should not be concerned 		 students and inactive persons raising children 		 Score: 0.1865
jojo 		 to all honest people of good will 		 Score: 0.1865
Recovered from the estate? 		 Disabled persons who are UNABLE TO WORK (80% or more) cannot claim an INCOME but a specific allowance such as AAH. 		 Score: 0.1864
Include the SSA in the UAP 		 To be combined with family allowances 		 Score: 0.1863
Liberty Equality Fraternity 		 To all persons without income 		 Score: 0.1863
Equal Rights in Alternate Custody of Children 		 TO HOLDERS OF A RQTH (Recognition as a Disabled Worker) NOT RECEIVING THE AAH 		 Score: 0.1863
RUA with anti-fraud system 		 As for unemployment 		 Score: 0.1863
the poorest quarter of the over-16s, quite simply 		 The RUA for everyone from birth to death. 		 Score: 0.1863
No to the integration of the aah and the aspa! 		 RUA at 100% of the SMIC for disabled people who cannot or no longer work 		 Score: 0.1863
No to the integration of the aah and the aspa! 		 A A H 		 Score: 0.1863
A A H 		 TO HOLDERS OF A RQTH (Recognition as a Disabled Worker) NOT RECEIVING THE AAH 		 Score: 0.1861
Owner with a deceased spouse 		 right for any person with a pension below 1500 euros 		 Score: 0.1861
A A H 		 NO to the lazy man's factory 		 Score: 0.1861
Limits 		 For the disabled simplification of administrative procedures 		 Score: 0.1861
Recognizing caregivers to better respect our elders 		 To all but not to AAH recipients 		 Score: 0.1860
Scandalous 		 TO ALL THE FRENCH PEOPLE 		 Score: 0.1860
No to the integration of the aah and the aspa! 		 Aid, yes, but... 		 Score: 0.1860
those 		 The poor... 		 Score: 0.1859
RUA or RSU? Let's be clear. 		 Animation sector 		 Score: 0.1859
MAILING ADDRESSES 		 To all, and in particular to the precarious, the homeless and the non-recipients 		 Score: 0.1859
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 To all, and in particular to the precarious, the homeless and the non-recipients 		 Score: 0.1859
Housewife 		 the poverty line 		 Score: 0.1858
RUA instead of ISF deduction 		 The disabled adult allowance, the APL and all the aids concerning the disability must not be included in the Universal Activity Income 		 Score: 0.1858
those 		 Young people, students, handicapped people, elderly people 		 Score: 0.1858
particular case of psychic patients psychiatric illness is each time a specific case so create a follow-up file 		 TO ALL BUT WITH CONDITIONS TO BE DETERMINED AND CHECKED TOGETHER 		 Score: 0.1858
Don't leave out the vulnerable 		 Senior Alert and RUA 		 Score: 0.1857
Animation sector 		 To whom the RUA should be addressed: universal... 		 Score: 0.1857
Targeted and better supervised 		 against 		 Score: 0.1857
Why in silver? 		 Solidarity in good order 		 Score: 0.1857
Internship 		 Poor workers 		 Score: 0.1857
NO 		 Temporary premium 		 Score: 0.1857
Why in silver? 		 Recipients of the ASS 		 Score: 0.1857
jojo 		 No to aah in the RUA 		 Score: 0.1856
Don't leave out the vulnerable 		 Stop helping people who can work without asking for anything in return 		 Score: 0.1856
Include the SSA in the UAP 		 Prorated RUA with income ceiling 		 Score: 0.1856
Scandalous 		 to people yes to the complexity of individuals and their situations 		 Score: 0.1856
Don't leave out the vulnerable 		 Except for the disabled 		 Score: 0.1856
A A H 		 For everyone individually, imposed 		 Score: 0.1855
LAAH is not just another minimum. 		 NO to the lazy man's factory 		 Score: 0.1855
Temporary premium 		 universality of the UK by financing it through dividends 		 Score: 0.1855
people in burnout at work 		 To help workers on precarious contracts. 		 Score: 0.1855
LAAH is not just another minimum. 		 To whom the RUA should be addressed: universal... 		 Score: 0.1854
Temporary premium 		 Active Vital Income and the economy 		 Score: 0.1854
A A H 		 An income for all 		 Score: 0.1852
Owner with a deceased spouse 		 integrate the person with a disability and only his or her income 		 Score: 0.1852
Equal Rights in Alternate Custody of Children 		 Universal under conditions? 		 Score: 0.1852
RUA instead of ISF deduction 		 to be paid according to a resource ceiling 		 Score: 0.1852
A A H 		 Equity 		 Score: 0.1851
The French in Europe 		 universality of the UK by financing it through dividends 		 Score: 0.1851
People receiving AAH should not be concerned 		 disabled people and carers: real and potential consumers 		 Score: 0.1851
Housewife 		 RETURN TO WORK ASSISTANCE 		 Score: 0.1851
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 Active Vital Income and the economy 		 Score: 0.1850
Human recognition 		 include students 		 Score: 0.1850
Targeted and better supervised 		 Simplification of procedures and IT tools 		 Score: 0.1849
Recovered from the estate? 		 Young people placed in and leaving the Children's Social Aid Service (under conditions) 		 Score: 0.1849
Recognizing caregivers to better respect our elders 		 For whom 		 Score: 0.1849
The French in Europe 		 Liberty Equality Fraternity 		 Score: 0.1849
jojo 		 But who will pay? 		 Score: 0.1849
Simplification of procedures and IT tools 		 To all citizens, means-tested only 		 Score: 0.1848
those 		 for all but with conditions 		 Score: 0.1848
jojo 		 equivocal 		 Score: 0.1848
The French in Europe 		 As for unemployment 		 Score: 0.1848
equivocal 		 A living wage for all French people 		 Score: 0.1847
young people completing their studies 		 To all people in temporary or permanent difficulty 		 Score: 0.1847
Allocations with different objectives 		 To all! It would be enough to create a UNIVERSAL income (and not a universal activity income). 		 Score: 0.1847
Recognizing caregivers to better respect our elders 		 Create an income so that every human being can live in dignity 		 Score: 0.1846
Simplification of procedures and IT tools 		 to people working part-time or three-quarters of the time 		 Score: 0.1846
young people completing their studies 		 Beware of confusion 		 Score: 0.1846
Internship 		 question 		 Score: 0.1846
young people completing their studies 		 beneficiaries 		 Score: 0.1845
RUA with anti-fraud system 		 Beware of confusion 		 Score: 0.1845
who is concerned? 		 let's turn the table over! 		 Score: 0.1845
Situation of precariousness 		 Recognizing caregivers to better respect our elders 		 Score: 0.1845
ALL TYPES OF AUDIENCES 		 to people working part-time or three-quarters of the time 		 Score: 0.1845
Allocations with different objectives 		 An income for all 		 Score: 0.1845
MAILING ADDRESSES 		 All citizens 		 Score: 0.1845
Targeted and better supervised 		 All audiences by replacing all other services... 		 Score: 0.1844
jojo 		 TO ALL THE FRENCH PEOPLE 		 Score: 0.1844
the poorest quarter of the over-16s, quite simply 		 FOR A TRULY UNIVERSAL BASIC INCOME 		 Score: 0.1844
Don't leave out the vulnerable 		 Poor workers 		 Score: 0.1844
Include the SSA in the UAP 		 AAH in RUA 		 Score: 0.1843
LAAH is not just another minimum. 		 I want the AAH to remain a full-fledged benefit. 		 Score: 0.1843
A A H 		 The AAH without taking into account the spouse's income 		 Score: 0.1843
Internship 		 jojo 		 Score: 0.1842
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 The net resource per household: steering aid through the gaps 		 Score: 0.1842
those 		 An income for all 		 Score: 0.1842
Internship 		 Who is the RUA for? 		 Score: 0.1841
Situation of precariousness 		 To stay-at-home moms 		 Score: 0.1841
Simplification of procedures and IT tools 		 To people who have a project 		 Score: 0.1840
Why in silver? 		 For all 		 Score: 0.1840
Why in silver? 		 for all 		 Score: 0.1840
Why in silver? 		 For all 		 Score: 0.1840
Why in silver? 		 For all 		 Score: 0.1840
Why in silver? 		 For all 		 Score: 0.1840
Why in silver? 		 For all 		 Score: 0.1840
Internship 		 And the students 		 Score: 0.1839
Temporary premium 		 Who can claim the Universal Activity Income 		 Score: 0.1839
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 a simple opening of rights (a single participant), indexed at least to inflation, monthly 		 Score: 0.1839
particular case of psychic patients psychiatric illness is each time a specific case so create a follow-up file 		 To all, automatically, on the 1st of the month, without condition in order to make everyone responsible and to save management or control costs 		 Score: 0.1839
Recovered from the estate? 		 Adjusted income 		 Score: 0.1839
who is concerned? 		 EVERYONE if it is a universal income 		 Score: 0.1839
Internship 		 ASSOCIATIVE VOLUNTEERS exercising RESPONSIBILITIES in the SOCIAL and SOLIDARITY sector. 		 Score: 0.1838
equivocal 		 Activity income 		 Score: 0.1838
Scandalous 		 let's turn the table over! 		 Score: 0.1838
Housewife 		 To all persons undergoing an unwanted change of situation 		 Score: 0.1837
Why in silver? 		 Universal or NOT? 		 Score: 0.1837
young people completing their studies 		 1 parent with a disabled child 		 Score: 0.1837
Legal proceedings 		 to be paid according to a resource ceiling 		 Score: 0.1837
Limits 		 For anyone who works 		 Score: 0.1836
Temporary premium 		 universal income also for children 		 Score: 0.1836
Targeted and better supervised 		 jojo 		 Score: 0.1836
The aah must continue to exist separately. 		 Universal AND supportive 		 Score: 0.1836
The aah must continue to exist separately. 		 The Supplementary Invalidity Allowance must absolutely remain outside the scope of the RUA as it was designed to supplement very small disability pensions of disabled people who have worked less than 10 years (chronic disabling diseases) 		 Score: 0.1836
young people completing their studies 		 Universal income must be granted from the age of 18 		 Score: 0.1836
Limits 		 Aah 		 Score: 0.1836
Limits 		 Aah 		 Score: 0.1836
Limits 		 AAH 		 Score: 0.1836
Limits 		 AAH 		 Score: 0.1836
Limits 		 AAH 		 Score: 0.1836
Limits 		 AAH 		 Score: 0.1836
Limits 		 aah 		 Score: 0.1836
the poorest quarter of the over-16s, quite simply 		 For all audiences, subject to income conditions 		 Score: 0.1836
The French in Europe 		 To all people in temporary or permanent difficulty 		 Score: 0.1836
those 		 + the 2nd parent 		 Score: 0.1835
The French in Europe 		 To be combined with family allowances 		 Score: 0.1835
Targeted and better supervised 		 Reasoning by status and age group 		 Score: 0.1835
jojo 		 the poverty line 		 Score: 0.1834
To all the people who are committed to making society evolve in the right direction by devoting 5 hours of their time every week to make it evolve. 		 prioritize the universal activity income 		 Score: 0.1834
Human recognition 		 All French citizens 		 Score: 0.1834
RUA or RSU? Let's be clear. 		 development income 		 Score: 0.1834
Allocations with different objectives 		 to people yes to the complexity of individuals and their situations 		 Score: 0.1834
RUA with anti-fraud system 		 To all persons with an income below 800 euros/month 		 Score: 0.1834
LAAH is not just another minimum. 		 The French above all 		 Score: 0.1834
Owner with a deceased spouse 		 To stay-at-home moms 		 Score: 0.1834
Simplification of procedures and IT tools 		 Doing the same thing as the activity allowance with the same resource ceiling 		 Score: 0.1833
ALL TYPES OF AUDIENCES 		 Population concerned 		 Score: 0.1833
Recovered from the estate? 		 Former recipients of the employment bonus 		 Score: 0.1832
those 		 To those who take the trouble to look for work 		 Score: 0.1831
Targeted and better supervised 		 Recipients of the ASS 		 Score: 0.1831
LAAH is not just another minimum. 		 Exclude from the RUA all disabled people receiving the AAH who, by definition, have a Substantial and Lasting Employment Restriction (RSDAE) 		 Score: 0.1830
LAAH is not just another minimum. 		 No to the integration of the ASPA and the AAH in the RUA! 		 Score: 0.1830
Scandalous 		 Housewife 		 Score: 0.1830
Limits 		 The RUA should be open to all adults of age! 		 Score: 0.1830
condition for receiving the SUP 		 a distinction must be made between people who are forced to work due to illness or disability and other situations 		 Score: 0.1829
Owner with a deceased spouse 		 Who should the Rua contact? 		 Score: 0.1829
Owner with a deceased spouse 		 Who should the RUA contact? 		 Score: 0.1829
MAILING ADDRESSES 		 Rights holders 		 Score: 0.1829
Situation of precariousness 		 question 		 Score: 0.1829
Legal proceedings 		 To all, as soon as the person does not reach a sufficient income to live in dignity 		 Score: 0.1828
A A H 		 To everyone 		 Score: 0.1828
A A H 		 TO EVERYONE 		 Score: 0.1828
A A H 		 to everyone 		 Score: 0.1828
A A H 		 To everyone 		 Score: 0.1828
A A H 		 To everyone 		 Score: 0.1828
A A H 		 To everyone 		 Score: 0.1828
who is concerned? 		 All people receive social assistance. 		 Score: 0.1828
LAAH is not just another minimum. 		 A basic income can only be universal, i.e. paid to all members of the community without condition. 		 Score: 0.1828
Internship 		 To stay-at-home moms 		 Score: 0.1827
Parents on parental leave and stay-at-home parents 		 Objective 0 young people without resources and without support 		 Score: 0.1827
Owner with a deceased spouse 		 Unemployed persons at the end of their entitlement (ASS) 		 Score: 0.1827
young people completing their studies 		 The parent who is forced to stop working to care for his or her disabled child 		 Score: 0.1826
Include the SSA in the UAP 		 RUA and AAH 		 Score: 0.1826
Include the SSA in the UAP 		 RUA and AAH 		 Score: 0.1826
Who is the rua 		 Recipients of the ASS 		 Score: 0.1826
Allocations with different objectives 		 beneficiaries 		 Score: 0.1825
The French in Europe 		 Student Aid 		 Score: 0.1825
Scandalous 		 To all . 		 Score: 0.1825
jojo 		 RUA for all without conditions 		 Score: 0.1825
Owner with a deceased spouse 		 to pensioners receiving the aspa. 		 Score: 0.1824
Who is the rua 		 right for any person with a pension below 1500 euros 		 Score: 0.1824
The French in Europe 		 To workers and those who are unable to work 		 Score: 0.1824
RUA or RSU? Let's be clear. 		 Universal AND supportive 		 Score: 0.1823
Why in silver? 		 a universal income 		 Score: 0.1823
Include the SSA in the UAP 		 A basic income can only be universal, i.e. paid to all members of the community without condition. 		 Score: 0.1823
Limits 		 No to aah in the RUA 		 Score: 0.1822
LAAH is not just another minimum. 		 Reserved for nationals only 		 Score: 0.1822
Equal Rights in Alternate Custody of Children 		 The RUA is not adapted to all disability situations 		 Score: 0.1822
NO 		 no RUA for foreigners ... 		 Score: 0.1822
Animation sector 		 Disability pension and transition to retirement 		 Score: 0.1822
people in burnout at work 		 We don't want to assist the lazy anymore 		 Score: 0.1822
young people completing their studies 		 Recognizing caregivers to better respect our elders 		 Score: 0.1822
who is concerned? 		 TO ALL BUT WITH CONDITIONS TO BE DETERMINED AND CHECKED TOGETHER 		 Score: 0.1821
Internship 		 women 		 Score: 0.1821
young people completing their studies 		 NO to people with disabilities 		 Score: 0.1820
Human recognition 		 To all CITIZENS 		 Score: 0.1820
Studying is a full-time activity 		 "Make universal ""universal (activity) income""" 		 Score: 0.1820
Kalissy06 		 For whom 		 Score: 0.1820
ALL TYPES OF AUDIENCES 		 The contribution for all 		 Score: 0.1820
ALL TYPES OF AUDIENCES 		 The RUA would be open to all persons with an income below the poverty line of 		 Score: 0.1819
Animation sector 		 Aah 		 Score: 0.1819
Animation sector 		 Aah 		 Score: 0.1819
Animation sector 		 AAH 		 Score: 0.1819
Animation sector 		 AAH 		 Score: 0.1819
Animation sector 		 AAH 		 Score: 0.1819
Animation sector 		 AAH 		 Score: 0.1819
Animation sector 		 aah 		 Score: 0.1819
Kalissy06 		 APL 		 Score: 0.1818
people in burnout at work 		 beneficiaries 		 Score: 0.1818
Title deleted 		 A A H 		 Score: 0.1818
Title deleted 		 A A H 		 Score: 0.1818
Internship 		 Anyone with an income of less than 2000. 		 Score: 0.1818
Include the SSA in the UAP 		 UNIVERSAL INCOME COMBINING ALL FORMS OF AID 		 Score: 0.1818
The aah must continue to exist separately. 		 APL 		 Score: 0.1817
Include the SSA in the UAP 		 Graduated rate for minors 		 Score: 0.1817
Allocations with different objectives 		 UNIVERSAL INCOME 		 Score: 0.1817
Studying is a full-time activity 		 Legal proceedings 		 Score: 0.1817
RUA with anti-fraud system 		 The Confédération Syndicale des Familles against the integration of the APL, the AAH and the ASPA 		 Score: 0.1817
Internship 		 All employees at the minimum wage 		 Score: 0.1816
Allocations with different objectives 		 Adjusted income 		 Score: 0.1815
Why in silver? 		 An income for all 		 Score: 0.1815
Internship 		 The working poor 		 Score: 0.1815
LAAH is not just another minimum. 		 the poverty line 		 Score: 0.1815
Allocations with different objectives 		 who should receive a universal income 		 Score: 0.1814
condition for receiving the SUP 		 The RUA would be open to all persons with an income below the poverty line of 		 Score: 0.1814
Allocations with different objectives 		 include students 		 Score: 0.1814
ALL TYPES OF AUDIENCES 		 Everyone: it is a UNIVERSAL income 		 Score: 0.1814
Parents on parental leave and stay-at-home parents 		 EQUALITY FOR ALL FROM 18 YEARS OF AGE 		 Score: 0.1814
Situation of precariousness 		 TO ALL THE POOR 		 Score: 0.1814
Animation sector 		 universal income also for children 		 Score: 0.1813
Limits 		 Certainly not to people with disabilities 		 Score: 0.1813
jojo 		 Preference 		 Score: 0.1813
Why in silver? 		 RU for whom 		 Score: 0.1812
